,date,likes,reposts,views,comments,text
48082,1685780279,41,26,23597,0,"Изумительные платья в винтажном стиле с принтом ♥️

2690₽"
48081,1685765280,46,49,21532,0,Подборка белых купальников до 1690₽ 🌴
48073,1685734763,39,36,26672,3,"Платья с обьемными рукавами в длине миди 💔

2390₽"
48070,1685697911,43,49,16158,0,"Муслиновые нежные комплекты в кантри-стиле 🤍

2550₽"
48063,1685626680,52,45,16062,1,"Комплекты из хлопкового муслина в кантри-стиле🤍

2550₽"
48062,1685618640,175,108,37138,0,"Хлопковые комплекты с рубашкой и шортами 💜

2590₽"
48061,1685611080,48,49,12232,0,"Комплект белья с корсетным лифом 💕

1790₽"
48051,1685559222,70,50,19120,0,"Приталенное платье с открытыми плечами ✨🌪

2690₽"
48050,1685546353,61,44,20260,1,"Атласные комплекты с шортами 💔

2390₽"
48040,1685510160,32,18,17876,0,"Комплект из денима с юбкой 🌵

2490₽"
48038,1685500920,24,24,10903,0,"Платье с принтом в сердечки 🤍

1550₽"
48037,1685490120,65,41,35743,2,"Нежный комплект с принтом ✨

1690₽"
48028,1685452406,30,20,19168,0,"Платья с цветочным принтом и открытыми плечами 💐

1950₽"
48025,1685438495,59,63,17647,1,"Муслиновые костюмы в бежевом цвете 💔

2550₽"
48020,1685424120,57,41,18405,1,"Хлопковые комплекты с шортами 🌙

2390₽"
48018,1685414640,58,22,31429,4,"Прекрасные платья в винтажном стиле 💐

2550₽"
48017,1685404200,52,38,18783,4,"Трикотажные комплекты с юбкой 💔

2990₽"
48009,1685368487,149,107,35120,5,"Прекрасные платья-миди с цветочным принтом ❤️

2790₽"
48008,1685361172,47,32,14793,0,"Лазурные комплекты с шортами ♥️

2390₽"
48007,1685347560,45,40,24206,0,Подборка лавандово-голубых купальников до 1590₽ 🌊💙
48000,1685337720,74,78,26341,1,"Сарафаны с завязками и принтом 🐥

2250₽"
47999,1685326320,18,12,14300,0,"Платья с ярким принтом и воротничком 🐾

2690₽"
47998,1685316360,39,30,14534,0,Ассиметричные купальники за 1590₽ 🐠
47990,1685273631,178,175,32161,0,"Хлопковое платье с открытой спинкой и вышивкой ришелье ♥️

2550₽"
47987,1685240640,151,169,25716,2,"Приталенное оливковое платье 💚

2690₽"
47985,1685230380,44,37,20729,1,"Шикарные комплекты белья с поясом ⚡️

1690₽"
47981,1685215457,98,83,21668,0,"Сарафаны с завязками на плечах 😍

2550₽"
47977,1685189265,68,58,20834,4,"Платье-миди небесного цвета с принтом 🤍

2550₽"
47976,1685171339,85,109,18705,5,"Хлопковые костюмы в стиле кантри ♥️

2690₽"
47972,1685155440,30,20,14018,1,Подборка белых купальников за 1590₽ 🌴
47971,1685146140,47,51,17101,0,"Комплекты с поясом из мягкой мерочки 😍

1550₽"
47968,1685131732,114,69,26121,2,"Юбка на запахе чернильного цвета ♥️

1590₽"
47967,1685126540,68,67,17889,0,"Комплект с шортами и поясом ♥️

2590₽"
47966,1685115679,215,218,66300,5,"Брючный комплект из смеси льна и хлопка ♥️

2550₽"
47964,1685072880,75,78,21342,0,"Воздушное платье-макси с принтом в сердечки 💜 
 
2890₽"
47963,1685057640,55,38,15218,0,"Шорты с высокой посадкой 🔥
 
1690₽"
47955,1685024478,47,53,17964,2,"Комплекты из хлопкового муслина ♥️

2390₽"
47954,1685016423,59,50,19221,2,"Платья с цветочным принтом и объёмными рукавами 🤍

2550₽"
47951,1685003624,35,21,15222,4,"Идеальные брючные комплекты с жилетом 💔

2890₽"
47950,1684982520,21,19,13929,0,"Шикарный лиловый комплект с поясом ♥️

1690₽"
47949,1684972092,50,56,19429,0,"Атласные платья с открытой спинкой 😍

2390₽"
47946,1684958411,45,43,11334,2,"Платья из денима с поясом 🤍

2890₽"
47945,1684935077,70,58,21622,0,"Приталенные хлопковые платья с объёмными рукавами 🤍

2690₽"
47944,1684916782,63,36,21653,0,"Атласные блузки свободного кроя 🤍

1950₽"
47942,1684905645,35,19,12645,0,"Брючные комплекты с жилетом ♥️

2890₽"
47941,1684869614,42,40,18458,2,"Оливковый комплект с шортами 🍃 
 
2590₽"
47936,1684831958,51,40,16300,0,"Атласные комплекты с юбочкой 🌸

1790₽"
47932,1684819440,40,36,15209,0,"Платья с открытыми плечами приталенного кроя 🌙

2690₽"
47931,1684809480,42,40,19990,0,"Атласные юбочки-миди с принтом 🌙

1890₽"
47930,1684798440,26,28,15192,0,"Топы скрученного кроя 💔

1390₽"
47926,1684785704,96,97,19995,2,"Платье-миди с цветочным принтом 💐

2390₽"
47923,1684762090,45,46,14597,0,Подборка комплектов белья с поясом за 1550-1690₽ 🔥
47920,1684750431,43,53,17034,0,"Ярусные платья из хлопкового муслина 🤍

2450₽"
